統計起始日,上映日期,中文片名,國別地區,上映院數,累計銷售票數,累計銷售金額
2020/12/28,2020/11/27,尋找小魔女Doremi,日本,14,"59,024","13,961,060"
2020/12/28,2020/11/27,十二夜2：回到第零天,中華民國,11,"16,605","3,719,034"
2020/12/28,2020/11/27,緝毒風暴,伊朗,1,"2,249","512,500"
2020/12/28,2020/11/20,同學麥娜絲,中華民國,41,"190,173","44,390,789"
2020/12/28,2020/11/20,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,日本,18,"102,866","24,519,277"
2020/12/28,2020/11/20,你是豬,馬來西亞,1,"8,135","1,867,868"
2020/12/28,2020/11/13,我的媽媽開GAYBAR,美國,2,"1,747","382,433"
2020/12/28,2020/11/13,祕密：夢想的力量,美國,1,"7,281","1,675,122"
2020/12/28,2020/11/12,愛麗絲與夢幻島,美國,3,"21,851","5,051,110"
2020/12/28,2020/11/06,孤味,中華民國,96,"812,953","188,029,518"
2020/12/28,2020/11/06,GIVEN~被贈與的未來 劇場版,日本,4,"18,817","4,706,032"
2020/12/28,2020/11/06,綠洲：數位經典版,南韓,2,"4,582","1,030,665"
2020/12/28,2020/11/06,紙花,南韓,1,"1,329","267,803"
2020/12/28,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,89,"2,486,321","598,345,639"
2020/12/28,2020/10/30,入魔,美國,5,"11,286","2,429,683"
2020/12/28,2020/10/30,聖荷西謀殺案,香港,4,"2,241","430,016"
2020/12/28,2020/10/30,玩美女人 經典數位修復,西班牙,1,688,"144,040"
2020/12/28,2020/10/30,破碎的擁抱 經典數位修復,西班牙,1,549,"113,386"
2020/12/28,2020/10/30,悄悄告訴她 經典數位修復,西班牙,1,847,"180,920"
2020/12/28,2020/10/30,壞教慾 經典數位修復,西班牙,1,686,"146,333"
2020/12/28,2020/10/23,親愛的房客,中華民國,21,"161,722","38,427,469"
2020/12/28,2020/10/16,藥頭大媽,法國,2,"2,008","404,808"
2020/12/28,2020/10/16,奪命守門人,美國,4,"24,230","5,172,160"
2020/12/28,2020/10/16,地下弒的秘密,美國,1,"1,735","366,744"
2020/12/28,2020/10/16,看不見的目擊者,日本,1,"16,028","3,631,614"
2020/12/28,2020/10/15,無聲,中華民國,1,"209,779","49,898,035"
2020/12/28,2020/10/08,倒數反擊,美國,5,"200,912","47,106,143"
2020/12/28,2020/10/08,無價之保,南韓,7,"31,036","7,096,737"
2020/12/28,2020/10/08,愛情列車長,美國,2,"1,441","262,242"
2020/12/28,2020/09/30,刻在你心底的名字,中華民國,10,"439,345","103,200,596"
2020/12/28,2020/09/30,阿公當家,美國,4,"75,520","17,111,731"
2020/12/28,2020/09/30,紫羅蘭永恆花園電影版,日本,1,"108,818","27,083,538"
2020/12/28,2020/09/30,森林特攻隊：大腳丫家族,法國,2,"25,042","5,137,584"
2020/12/28,2020/09/30,急先鋒,中國大陸,1,"21,959","4,846,741"
2020/12/28,2020/09/25,電影哆啦A夢：大雄的新恐龍,日本,2,"158,540","37,208,690"
2020/12/28,2020/09/25,殺戮荒村,巴西,1,"3,756","864,847"
2020/12/28,2020/09/25,太陽之家,日本,1,866,"173,343"
2020/12/28,2020/09/18,消失的情人節,中華民國,8,"137,678","32,085,910"
2020/12/28,2020/09/18,皮諾丘的奇幻旅程,英國,3,"7,736","1,631,393"
2020/12/28,2020/09/18,寂寞調香師,法國,1,"1,624","303,345"
2020/12/28,2020/09/17,海霧,中華民國,1,"51,305","11,502,988"
2020/12/28,2020/09/17,麥路人,香港,1,"18,450","3,922,036"
2020/12/28,2020/09/11,中央車站:數位修復版,巴西,1,"6,944","1,529,130"
2020/12/28,2020/09/04,花木蘭,美國,3,"312,912","72,351,100"
2020/12/28,2020/09/04,退休大贏家,法國,1,"4,202","869,000"
2020/12/28,2020/09/02,馗降：粽邪2,中華民國,2,"319,042","72,143,225"
2020/12/28,2020/08/27,TENET天能,美國,7,"1,385,099","349,560,559"
2020/12/28,2020/08/21,高盧英雄歷險記：魔法藥水,法國,1,"12,616","2,990,799"
2020/12/28,2020/08/21,可不可以，你也剛好喜歡我,中華民國,5,"341,932","79,222,529"
2020/12/28,2020/08/21,聖雅各的天空,澳洲,2,"9,354","2,005,189"
2020/12/28,2020/08/19,東京教父:4K數位修復版,日本,5,"16,550","3,906,354"
2020/12/28,2020/08/05,怪胎,中華民國,3,"195,349","45,122,061"
2020/12/28,2020/07/17,藍色恐懼：數位修復版,日本,1,"38,125","9,035,306"
2020/12/28,2020/07/10,不丹是教室,不丹,2,"36,000","7,529,251"
2020/12/28,2020/07/03,角落小夥伴電影版：魔法繪本裡的新朋友,日本,5,"344,057","80,228,661"
2020/12/28,2019/10/09,計高一籌,阿根廷,1,"3,115","633,680"
2020/12/28,2019/02/04,哈柏太空之旅 3D,加拿大,1,719,"105,545"
2020/12/28,2019/02/03,深海獵奇 3D,加拿大,1,"1,309","163,329"
2020/12/28,2013/07/19,愛在午夜希臘時,美國,1,"1,440","318,265"
2020/12/28,2004/11/26,愛在日落巴黎時,美國,2,"2,813","628,499"
2020/12/28,1996/02/22,愛在黎明破曉時,美國,2,"2,906","652,240"
2020/12/28,1991/04/25,剪刀手愛德華,美國,1,"1,540","337,920"
2021/01/04,2020/12/31,拆彈專家2,香港,95,"215,579","50,953,763"
2021/01/04,2020/12/31,杏林醫院,中華民國,87,"110,731","25,521,029"
2021/01/04,2020/12/31,致命天際線,美國,49,"19,696","4,725,833"
2021/01/04,2020/12/31,妄想代理人：前篇,日本,28,"4,893","1,174,244"
2021/01/04,2020/12/31,空中謎航,美國,39,"4,825","1,099,681"
2021/01/04,2020/12/31,午夜天鵝,日本,19,"2,928","661,217"
2021/01/04,2020/12/31,水漾的女人,德國,12,"1,500","301,349"
2021/01/04,2020/12/31,惡靈春夢,日本,3,73,"16,000"
2021/01/04,2020/12/31,廢青四重奏,日本,3,41,"8,795"
2021/01/04,2020/12/25,靈魂急轉彎,美國,94,"390,404","93,941,400"
2021/01/04,2020/12/24,真愛鄰距離,美國,42,"5,705","1,292,256"
2021/01/04,2020/12/24,腿,中華民國,60,"31,210","7,238,106"
2021/01/04,2020/12/24,來者弒客,英國,15,"3,801","864,973"
2021/01/04,2020/12/24,生為女人,英國,5,761,"151,331"
2021/01/04,2020/12/24,一家之煮,美國,3,725,"156,559"
2021/01/04,2020/12/24,坑爹大作戰,越南,3,123,"27,475"
2021/01/04,2020/12/24,瑰麗卡萊爾：浮華紐約,美國,2,40,"8,795"
2021/01/04,2020/12/24,魔睡,日本,1,29,"5,555"
2021/01/04,2020/12/24,愛在黎明破曉時,美國,1,"2,932","658,160"
2021/01/04,2020/12/18,85年的夏天,法國,3,"2,603","581,007"
2021/01/04,2020/12/18,順其自然的日子,日本,12,"1,495","358,900"
2021/01/04,2020/12/18,高校棋蹟,美國,2,"1,281","291,649"
2021/01/04,2020/12/18,說唱藝人：希望之聲,南韓,1,507,"115,714"
2021/01/04,2020/12/18,總是有個人在愛你,哥倫比亞,2,905,"182,490"
2021/01/04,2020/12/18,鬼巢,義大利,1,"3,168","735,132"
2021/01/04,2020/12/17,神力女超人1984,美國,96,"937,530","238,162,849"
2021/01/04,2020/12/15,俘虜,英國,19,"3,268","789,981"
2021/01/04,2020/12/11,信用詐欺師JP:公主篇,日本,13,"23,219","5,520,108"
2021/01/04,2020/12/11,新解釋．三國志,日本,14,"33,148","7,980,111"
2021/01/04,2020/12/11,求婚好意外,美國,25,"25,898","6,005,082"
2021/01/04,2020/12/11,喬瑟與老虎、魚,南韓,1,"3,527","816,388"
2021/01/04,2020/12/10,再見街貓BOB,美國,3,"10,663","2,535,462"
2021/01/04,2020/12/04,魔物獵人,美國,84,"419,326","99,802,195"
2021/01/04,2020/12/04,親愛的殺手,中華民國,8,"27,535","6,394,464"
2021/01/04,2020/12/04,熱血合唱團,香港,3,"3,525","795,410"
2021/01/04,2020/12/04,約會大作戰 赤黑新章：紅或白,日本,7,"1,709","273,013"
2021/01/04,2020/12/04,只有悲傷才是美麗的,波蘭,1,"1,370","285,185"
2021/01/04,2020/11/27,古魯家族：新石代,美國,13,"74,856","16,925,482"
2021/01/04,2020/11/27,尋找小魔女Doremi,日本,7,"59,161","13,993,284"
2021/01/04,2020/11/27,十二夜2：回到第零天,中華民國,6,"16,712","3,742,582"
2021/01/04,2020/11/27,說不出的告別,美國,3,"5,105","1,110,287"
2021/01/04,2020/11/27,緝毒風暴,伊朗,1,"2,250","512,710"
2021/01/04,2020/11/23,Miss,法國,1,584,"132,040"
2021/01/04,2020/11/20,同學麥娜絲,中華民國,16,"191,047","44,600,523"
2021/01/04,2020/11/20,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,日本,15,"103,210","24,606,546"
2021/01/04,2020/11/20,婊兄弟上路,美國,2,"1,385","299,988"
2021/01/04,2020/11/13,我的媽媽開GAYBAR,美國,2,"1,808","391,503"
2021/01/04,2020/11/13,弒膽遊戲,紐西蘭,1,"5,221","1,186,814"
2021/01/04,2020/11/12,愛麗絲與夢幻島,美國,4,"22,054","5,067,570"
2021/01/04,2020/11/06,孤味,中華民國,80,"819,122","189,444,063"
2021/01/04,2020/11/06,GIVEN~被贈與的未來 劇場版,日本,1,"18,846","4,713,552"
2021/01/04,2020/11/06,綠洲：數位經典版,南韓,1,"4,598","1,033,745"
2021/01/04,2020/11/05,女巫們,美國,2,"146,338","34,607,267"
2021/01/04,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,84,"2,509,762","606,008,840"
2021/01/04,2020/10/30,入魔,美國,4,"11,467","2,442,053"
2021/01/04,2020/10/30,聖荷西謀殺案,香港,3,"2,278","434,306"
2021/01/04,2020/10/30,破碎的擁抱 經典數位修復,西班牙,1,563,"116,161"
2021/01/04,2020/10/30,玩美女人 經典數位修復,西班牙,1,697,"146,020"
2021/01/04,2020/10/30,高跟鞋 經典數位修復,西班牙,1,852,"178,339"
2021/01/04,2020/10/23,親愛的房客,中華民國,9,"162,067","38,505,647"
2021/01/04,2020/10/16,地下弒的秘密,美國,1,"1,854","376,854"
2021/01/04,2020/10/16,藥頭大媽,法國,2,"2,042","409,848"
2021/01/04,2020/10/16,奪命守門人,美國,1,"24,274","5,177,000"
2021/01/04,2020/10/16,看不見的目擊者,日本,1,"16,044","3,634,094"
2021/01/04,2020/10/15,無聲,中華民國,1,"209,805","49,900,755"
2021/01/04,2020/10/08,倒數反擊,美國,6,"201,733","47,169,928"
2021/01/04,2020/10/08,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,日本,2,"31,672","7,309,497"
2021/01/04,2020/10/08,無價之保,南韓,7,"31,431","7,129,702"
2021/01/04,2020/09/30,刻在你心底的名字,中華民國,2,"439,487","103,234,930"
2021/01/04,2020/09/30,紫羅蘭永恆花園電影版,日本,1,"108,852","27,092,288"
2021/01/04,2020/09/30,阿公當家,美國,3,"75,616","17,119,631"
2021/01/04,2020/09/30,森林特攻隊：大腳丫家族,法國,1,"25,064","5,140,884"
2021/01/04,2020/09/30,急先鋒,中國大陸,1,"21,972","4,848,171"
2021/01/04,2020/09/25,殺戮荒村,巴西,1,"3,775","867,797"
2021/01/04,2020/09/18,消失的情人節,中華民國,3,"137,776","32,108,840"
2021/01/04,2020/09/17,海霧,中華民國,1,"51,323","11,505,108"
2021/01/04,2020/09/17,麥路人,香港,1,"18,459","3,923,026"
2021/01/04,2020/09/11,密弒直播,美國,1,"14,891","3,201,017"
2021/01/04,2020/09/11,中央車站:數位修復版,巴西,1,"6,996","1,535,030"
2021/01/04,2020/09/04,花木蘭,美國,2,"312,952","72,353,750"
2021/01/04,2020/08/27,TENET天能,美國,9,"1,386,043","349,645,633"
2021/01/04,2020/08/21,可不可以，你也剛好喜歡我,中華民國,5,"342,057","79,234,914"
2021/01/04,2020/08/21,聖雅各的天空,澳洲,1,"9,440","2,009,489"
2021/01/04,2020/08/19,東京教父:4K數位修復版,日本,3,"16,571","3,910,874"
2021/01/04,2020/08/05,怪胎,中華民國,1,"195,406","45,127,111"
2021/01/04,2020/07/17,藍色恐懼：數位修復版,日本,1,"38,132","9,036,906"
2021/01/04,2020/07/03,角落小夥伴電影版：魔法繪本裡的新朋友,日本,5,"344,495","80,261,346"
2021/01/04,2020/01/30,1917,美國,1,"304,123","74,518,774"
2021/01/04,2019/02/04,哈柏太空之旅 3D,加拿大,1,719,"105,545"
2021/01/04,2019/02/03,深海獵奇 3D,加拿大,1,"1,309","163,329"
2021/01/04,2004/11/26,愛在午夜希臘時,美國,1,"1,480","327,010"
2021/01/04,2004/02/13,愛是您·愛是我,英國,12,"2,988","708,651"
2021/01/04,1996/02/22,愛在日落巴黎時,美國,1,"2,840","634,684"
2021/01/11,2021/1/8,末世戰疫：鳴鳥檔案,美國,51,"14,221","3,350,859"
2021/01/11,2021/1/8,迷失安狄,中華民國,28,"7,021","1,682,633"
2021/01/11,2021/1/8,舊愛靈靈妻,英國,49,"3,736","850,174"
2021/01/11,2021/1/8,妄想代理人：後篇,日本,28,"3,263","757,011"
2021/01/11,2021/1/8,聖誕殺戮日,日本,36,"2,491","561,581"
2021/01/11,2021/1/8,謎宮,義大利,23,"1,798","417,444"
2021/01/11,2021/1/8,破處那件小事,德國,14,"1,568","339,990"
2021/01/11,2021/1/8,少年阿堯,中華民國,7,814,"129,830"
2021/01/11,2021/1/8,少女墮落日記,日本,3,155,"32,900"
2021/01/11,2021/1/8,媽呀！我餓了,澳洲,1,7,"1,360"
2021/01/11,2020/12/31,拆彈專家2,香港,94,"283,378","67,103,681"
2021/01/11,2020/12/31,杏林醫院,中華民國,87,"121,134","27,906,540"
2021/01/11,2020/12/31,妄想代理人：前篇,日本,22,"5,918","1,426,291"
2021/01/11,2020/12/31,致命天際線,美國,49,"20,300","4,861,581"
2021/01/11,2020/12/31,午夜天鵝,日本,13,"3,420","770,012"
2021/01/11,2020/12/31,空中謎航,美國,31,"5,183","1,179,169"
2021/01/11,2020/12/31,水漾的女人,德國,9,"1,702","343,339"
2021/01/11,2020/12/31,惡靈春夢,日本,1,76,"16,660"
2021/01/11,2020/12/31,廢青四重奏,日本,1,41,"8,795"
2021/01/11,2020/12/25,靈魂急轉彎,美國,94,"504,463","121,460,783"
2021/01/11,2020/12/24,腿,中華民國,45,"32,768","7,602,464"
2021/01/11,2020/12/24,真愛鄰距離,美國,2,"5,722","1,295,971"
2021/01/11,2020/12/24,生為女人,英國,1,772,"153,321"
2021/01/11,2020/12/24,來者弒客,英國,1,"3,803","865,273"
2021/01/11,2020/12/18,85年的夏天,法國,2,"2,683","599,142"
2021/01/11,2020/12/18,順其自然的日子,日本,8,"1,551","372,227"
2021/01/11,2020/12/18,總是有個人在愛你,哥倫比亞,1,912,"183,860"
2021/01/11,2020/12/18,說唱藝人：希望之聲,南韓,1,512,"116,844"
2021/01/11,2020/12/18,高校棋蹟,美國,1,"1,282","291,859"
2021/01/11,2020/12/17,神力女超人1984,美國,96,"961,547","244,186,015"
2021/01/11,2020/12/15,俘虜,英國,19,"7,237","1,703,011"
2021/01/11,2020/12/11,信用詐欺師JP:公主篇,日本,7,"23,330","5,546,233"
2021/01/11,2020/12/11,新解釋．三國志,日本,7,"33,236","8,001,446"
2021/01/11,2020/12/11,求婚好意外,美國,4,"25,922","6,011,377"
2021/01/11,2020/12/10,再見街貓BOB,美國,2,"10,687","2,541,037"
2021/01/11,2020/12/4,魔物獵人,美國,69,"421,596","100,337,565"
2021/01/11,2020/12/4,熱血合唱團,香港,5,"3,819","840,415"
2021/01/11,2020/12/4,用甜酒漱口,日本,1,"1,047","225,266"
2021/01/11,2020/12/4,親愛的殺手,中華民國,3,"27,547","6,396,984"
2021/01/11,2020/12/4,約會大作戰 赤黑新章：紅或白,日本,2,"1,710","273,253"
2021/01/11,2020/11/27,尋找小魔女Doremi,日本,6,"59,314","14,028,309"
2021/01/11,2020/11/27,古魯家族：新石代,美國,9,"75,010","16,957,987"
2021/01/11,2020/11/27,十二夜2：回到第零天,中華民國,5,"16,848","3,771,737"
2021/01/11,2020/11/27,說不出的告別,美國,3,"5,323","1,123,282"
2021/01/11,2020/11/27,緝毒風暴,伊朗,2,"2,334","522,970"
2021/01/11,2020/11/23,Miss,法國,1,627,"138,630"
2021/01/11,2020/11/20,同學麥娜絲,中華民國,11,"191,407","44,684,862"
2021/01/11,2020/11/20,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,日本,10,"103,386","24,650,778"
2021/01/11,2020/11/20,婊兄弟上路,美國,2,"1,508","313,698"
2021/01/11,2020/11/20,消失的星期三,日本,3,"1,795","396,805"
2021/01/11,2020/11/13,祕密：夢想的力量,美國,1,"7,334","1,686,782"
2021/01/11,2020/11/13,換人殺砍砍,美國,3,"38,613","8,950,102"
2021/01/11,2020/11/13,弒膽遊戲,紐西蘭,1,"5,268","1,193,754"
2021/01/11,2020/11/13,我的媽媽開GAYBAR,美國,1,"1,837","395,803"
2021/01/11,2020/11/12,愛麗絲與夢幻島,美國,4,"22,262","5,085,390"
2021/01/11,2020/11/6,孤味,中華民國,67,"821,893","190,083,296"
2021/01/11,2020/11/6,GIVEN~被贈與的未來 劇場版,日本,1,"18,858","4,716,732"
2021/01/11,2020/11/6,綠洲：數位經典版,南韓,1,"4,606","1,035,575"
2021/01/11,2020/11/5,女巫們,美國,5,"146,861","34,645,617"
2021/01/11,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,79,"2,528,128","611,821,444"
2021/01/11,2020/10/30,入魔,美國,3,"11,572","2,448,178"
2021/01/11,2020/10/23,親愛的房客,中華民國,7,"162,260","38,548,907"
2021/01/11,2020/10/16,看不見的目擊者,日本,3,"16,166","3,646,184"
2021/01/11,2020/10/16,地下弒的秘密,美國,3,"1,973","384,109"
2021/01/11,2020/10/16,奪命守門人,美國,1,"24,293","5,179,090"
2021/01/11,2020/10/16,藥頭大媽,法國,1,"2,051","411,108"
2021/01/11,2020/10/15,無聲,中華民國,3,"210,213","49,926,570"
2021/01/11,2020/10/8,倒數反擊,美國,6,"202,329","47,214,883"
2021/01/11,2020/10/8,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,日本,1,"31,763","7,328,877"
2021/01/11,2020/10/8,無價之保,南韓,4,"31,590","7,144,252"
2021/01/11,2020/9/30,刻在你心底的名字,中華民國,2,"439,552","103,250,235"
2021/01/11,2020/9/30,紫羅蘭永恆花園電影版,日本,1,"108,881","27,099,748"
2021/01/11,2020/9/30,阿公當家,美國,2,"75,669","17,125,461"
2021/01/11,2020/9/30,急先鋒,中國大陸,1,"22,010","4,852,351"
2021/01/11,2020/9/30,森林特攻隊：大腳丫家族,法國,1,"25,073","5,142,144"
2021/01/11,2020/9/25,電影哆啦A夢：大雄的新恐龍,日本,1,"158,630","37,228,040"
2021/01/11,2020/9/25,殺戮荒村,巴西,1,"3,783","868,997"
2021/01/11,2020/9/18,消失的情人節,中華民國,1,"137,825","32,120,990"
2021/01/11,2020/9/11,密弒直播,美國,1,"14,971","3,210,487"
2021/01/11,2020/9/11,中央車站:數位修復版,巴西,1,"7,020","1,537,750"
2021/01/11,2020/8/27,TENET天能,美國,8,"1,386,811","349,718,450"
2021/01/11,2020/8/21,可不可以，你也剛好喜歡我,中華民國,1,"342,072","79,237,164"
2021/01/11,2020/8/21,聖雅各的天空,澳洲,1,"9,464","2,010,689"
2021/01/11,2020/8/5,怪胎,中華民國,1,"195,435","45,129,701"
2021/01/11,2020/7/3,角落小夥伴電影版：魔法繪本裡的新朋友,日本,5,"344,965","80,291,126"
2021/01/11,2020/1/30,1917,美國,1,"304,215","74,548,244"
2021/01/11,2019/2/28,密陽,南韓,1,"1,293","272,643"
2021/01/11,2019/2/4,哈柏太空之旅 3D,加拿大,1,719,"105,545"
2021/01/11,2019/2/3,深海獵奇 3D,加拿大,1,"1,444","176,929"
2021/01/11,2014/11/7,星際效應,美國,1,"32,499","10,316,550"
2021/01/11,2004/2/13,愛是您·愛是我,英國,5,"3,060","724,911"
2021/01/18,2021/01/16,叱咤風雲,中華民國,82,"65,962","15,505,100"
2021/01/18,2021/01/16,議事錄,英國,5,101,"63,800"
2021/01/18,2021/01/15,馬德里金庫盜數90分鐘,美國,84,"63,461","14,804,216"
2021/01/18,2021/01/15,凶宅怪談,日本,46,"9,888","2,307,023"
2021/01/18,2021/01/15,死亡醫生的遺產-BLACK FILE-,日本,44,"8,814","2,065,452"
2021/01/18,2021/01/15,千年女優 4K 數位修復版,日本,16,"5,647","1,432,617"
2021/01/18,2021/01/15,異種獵殺,美國,46,"7,874","1,823,519"
2021/01/18,2021/01/15,李希特舒眠曲,英國,10,"2,024","470,301"
2021/01/18,2021/01/15,偷畫男孩,德國,15,"2,417","511,387"
2021/01/18,2021/01/15,末路狂奔,美國,45,"1,868","409,934"
2021/01/18,2021/01/15,好好拍電影,香港,12,"1,154","250,375"
2021/01/18,2021/01/15,我在時間盡頭等你,中國大陸,11,"1,155","265,927"
2021/01/18,2021/01/15,倫敦生活,英國,5,259,"176,040"
2021/01/18,2021/01/15,蠢蛋告別式,法國,14,"1,075","235,525"
2021/01/18,2021/01/15,冰血驚魂,美國,16,839,"186,355"
2021/01/18,2021/01/15,靈冤而厲,德國,14,669,"165,130"
2021/01/18,2021/01/15,一步一步的愛,日本,16,600,"137,239"
2021/01/18,2021/01/15,最美麗的歲月,義大利,16,332,"67,330"
2021/01/18,2021/01/15,哲人王：李登輝對話篇,日本,3,215,"46,375"
2021/01/18,2021/01/15,妻子的祕蜜,日本,3,28,"5,475"
2021/01/18,2021/01/13,牡丹還魂—白先勇與崑曲復興,中華民國,2,"1,829","389,130"
2021/01/18,2021/01/08,迷失安狄,中華民國,27,"9,410","2,266,022"
2021/01/18,2021/01/08,妄想代理人：後篇,日本,20,"3,958","917,638"
2021/01/18,2021/01/08,末世戰疫：鳴鳥檔案,美國,51,"14,837","3,491,185"
2021/01/18,2021/01/08,破處那件小事,德國,12,"1,820","395,145"
2021/01/18,2021/01/08,舊愛靈靈妻,英國,26,"3,890","884,654"
2021/01/18,2021/01/08,少年阿堯,中華民國,7,"1,028","163,730"
2021/01/18,2021/01/08,聖誕殺戮日,日本,19,"2,567","578,756"
2021/01/18,2021/01/08,謎宮,義大利,8,"1,829","424,419"
2021/01/18,2021/01/08,少女墮落日記,日本,1,167,"35,350"
2021/01/18,2020/12/31,拆彈專家2,香港,94,"327,895","77,661,283"
2021/01/18,2020/12/31,杏林醫院,中華民國,75,"125,428","28,884,247"
2021/01/18,2020/12/31,妄想代理人：前篇,日本,16,"6,437","1,548,321"
2021/01/18,2020/12/31,午夜天鵝,日本,4,"3,576","805,542"
2021/01/18,2020/12/31,水漾的女人,德國,2,"1,728","349,064"
2021/01/18,2020/12/31,空中謎航,美國,4,"5,200","1,182,909"
2021/01/18,2020/12/31,致命天際線,美國,9,"20,314","4,864,736"
2021/01/18,2020/12/25,靈魂急轉彎,美國,95,"597,361","143,752,083"
2021/01/18,2020/12/24,腿,中華民國,15,"33,260","7,716,416"
2021/01/18,2020/12/18,85年的夏天,法國,1,"2,706","604,562"
2021/01/18,2020/12/18,順其自然的日子,日本,2,"1,560","374,482"
2021/01/18,2020/12/17,神力女超人1984,美國,90,"974,726","247,457,007"
2021/01/18,2020/12/15,俘虜,英國,18,"9,613","2,247,529"
2021/01/18,2020/12/11,信用詐欺師JP:公主篇,日本,1,"23,334","5,547,013"
2021/01/18,2020/12/04,魔物獵人,美國,35,"422,014","100,433,903"
2021/01/18,2020/12/04,熱血合唱團,香港,4,"3,955","853,620"
2021/01/18,2020/12/04,用甜酒漱口,日本,1,"1,089","231,706"
2021/01/18,2020/11/27,緝毒風暴,伊朗,3,"2,550","546,370"
2021/01/18,2020/11/27,說不出的告別,美國,5,"5,582","1,143,722"
2021/01/18,2020/11/27,古魯家族：新石代,美國,5,"75,059","16,967,732"
2021/01/18,2020/11/27,十二夜2：回到第零天,中華民國,3,"16,877","3,778,097"
2021/01/18,2020/11/27,尋找小魔女Doremi,日本,3,"59,329","14,032,049"
2021/01/18,2020/11/23,Miss,法國,1,643,"141,030"
2021/01/18,2020/11/20,盜墓同盟,南韓,4,"29,119","6,711,628"
2021/01/18,2020/11/20,消失的星期三,日本,3,"1,955","415,945"
2021/01/18,2020/11/20,同學麥娜絲,中華民國,3,"191,477","44,701,722"
2021/01/18,2020/11/20,婊兄弟上路,美國,3,"1,618","326,258"
2021/01/18,2020/11/20,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,日本,4,"103,400","24,654,268"
2021/01/18,2020/11/13,換人殺砍砍,美國,5,"38,952","8,976,582"
2021/01/18,2020/11/13,宅在瘟疫蔓延時,西班牙,1,275,"56,266"
2021/01/18,2020/11/13,弒膽遊戲,紐西蘭,1,"5,284","1,195,994"
2021/01/18,2020/11/13,我的媽媽開GAYBAR,美國,1,"1,848","397,343"
2021/01/18,2020/11/12,愛麗絲與夢幻島,美國,5,"22,409","5,099,490"
2021/01/18,2020/11/06,孤味,中華民國,35,"823,146","190,370,525"
2021/01/18,2020/11/05,女巫們,美國,5,"147,394","34,688,447"
2021/01/18,2020/10/30,鬼滅之刃劇場版 無限列車篇,日本,75,"2,543,058","616,446,980"
2021/01/18,2020/10/30,入魔,美國,3,"11,651","2,455,578"
2021/01/18,2020/10/23,親愛的房客,中華民國,2,"162,292","38,556,862"
2021/01/18,2020/10/16,看不見的目擊者,日本,3,"16,290","3,658,684"
2021/01/18,2020/10/16,地下弒的秘密,美國,2,"2,079","389,734"
2021/01/18,2020/10/15,無聲,中華民國,5,"210,857","49,968,925"
2021/01/18,2020/10/08,倒數反擊,美國,5,"202,673","47,238,488"
2021/01/18,2020/10/08,無價之保,南韓,1,"31,607","7,146,632"
2021/01/18,2020/09/30,刻在你心底的名字,中華民國,1,"439,578","103,256,365"
2021/01/18,2020/09/30,阿公當家,美國,1,"75,707","17,129,641"
2021/01/18,2020/09/30,急先鋒,中國大陸,1,"22,032","4,854,731"
2021/01/18,2020/09/30,紫羅蘭永恆花園電影版,日本,1,"108,889","27,101,628"
2021/01/18,2020/09/18,消失的情人節,中華民國,1,"137,844","32,125,295"
2021/01/18,2020/09/18,寂寞調香師,法國,1,"1,648","307,185"
2021/01/18,2020/09/11,密弒直播,美國,1,"14,991","3,212,837"
2021/01/18,2020/08/27,TENET天能,美國,9,"1,387,476","349,784,725"
2021/01/18,2020/07/31,北海小英雄,德國,1,"49,690","10,717,339"
2021/01/18,2020/07/03,角落小夥伴電影版：魔法繪本裡的新朋友,日本,4,"345,347","80,311,731"
2021/01/18,2020/01/30,1917,美國,1,"304,265","74,565,986"
2021/01/18,2019/02/28,密陽,南韓,1,"1,299","273,931"
2021/01/18,2019/02/04,哈柏太空之旅 3D,加拿大,1,724,"106,235"
2021/01/18,2019/02/03,深海獵奇 3D,加拿大,1,"1,448","177,529"
2021/01/18,2014/11/07,星際效應,美國,1,"32,605","10,357,350"
2021/01/18,2012/10/12,法蘭克,英國,6,346,"72,745"
2021/01/25,2021/01/22,哭悲,中華民國,83,"26,306","5,981,141"
2021/01/25,2021/01/22,想見你的愛,日本,40,"11,767","2,820,893"
2021/01/25,2021/01/22,劇場版 超人力霸王大河－新世代終結黑暗,日本,36,"4,867","1,122,677"
2021/01/25,2021/01/22,通靈駕訓班,愛爾蘭,34,"3,434","779,908"
2021/01/25,2021/01/22,愛的亡靈,日本,19,"1,097","245,146"
2021/01/25,2021/01/22,她們玩到掛,西班牙,8,598,"126,105"
2021/01/25,2021/01/22,我的虎斑貓爸爸,日本,15,246,"52,933"
2021/01/25,2021/01/22,丹寧風雲錄,英國,1,54,"11,925"
2021/01/25,2021/01/22,愛慾每一天,南韓,3,71,"14,270"
2021/01/25,2021/01/20,喬瑟與虎與魚群動畫版,日本,53,"46,138","11,145,610"
